#Section 1
0		o	0	
1		yek	ye	1
2		do	doo	too	2
3		se	se'	3	
4		chahar	char	cha	for	4
@		at	@
30		si	si'	30
ok		ok	okey	#start
cd		si'di	cd	#start
copy		kopy	copy	#start
address		aadres	address	#start
power		paawer	power	#start
bye		baay	bye	#wholeword
computer		kaampiyoter	computer	#start
idea		ideh	idea	#start
project		projeh	project	#start
site		sayt	site	#start
free		aazaad	firi	free	#start
email		imeil	email	#start
mail		meil	imeil	mail	#start
technical		teknikal	fanni	technical	#start
page		safhe	peyj	page	#start
ip		aay'pi	ip	#start
type		taayp	type	#start
change		cheng	taqyeer	change	#start
check		chek	check	#start
star		estaar	setareh	star	#start
dialup		dayal'aap	dialup	#start
research		tahqiq	reserch	research	#start
tv		telvizion	ti'vi	tv	#start
good		good	khoob	#start
persian		pershyan	farsi	persian	#start
tool		tool	abzar	#start
toefl		taafel	toefl	#start
memory		memory	hafeze	#start
RAM		RAM	hafeze	#start
CPU		si'pi'yoo	CPU	#start
title		taaytel	onvan	title	#start
contact		kaantakt	contact	#start
dg		dige	dg	#wholeword
january		jaanvye	january	#wholeword
february		fevrye	february	#wholeword
march		maars	march	#wholeword
april		aavril	april	#wholeword
may		meh	may	#wholeword
june		jooan	june	#wholeword
july		joolay	july	#wholeword
august		aagost	august	#wholeword
september	septaambr	september	#wholeword
october		oktobr	october	#wholeword
november		novaambr	november	#wholeword
december		desaambr	december	#wholeword
sms	es'em'es	payamak	sms	#start
ADSL	ey'di'es'el	ADSL	#start
facebook	feysbook	facebook	#start
music	moozik	music	#start
weblog	weblag	weblog	#start
download	danlod	download	#start
online	aanlayn	online	#start
bug	baag	bug	#wholeword
ine	ine	ayne	ayn	#end
ile	ile	ayle	ayl	#end
plz	lotfan	pleez	plz	#wholeword
save	seyv	save	#start
shodan	شدن	#exact
shodane	شدن	شدنه	#exact
shode	شده	#exact
shodeh	شده	#exact
shodi	شدی	#exact
shodid	شدید	#exact
shodim	شدیم	#exact
shohadaye	شهدای	#exact
shohar	شوهر	#exact
shokret	شکرت	#exact
sholughe	شلوغ	#exact
shom	شوم	#exact
shoma	شما	#exact
shomaa	شما	#exact
shomaha	شماها	#exact
shomal	شمال	#exact
shomam	شمام	#exact
shomare	شماره	#exact
shomareh	شماره	#exact
shomareye	شماره‌ی	شماره	#exact
shomari	شماری	#exact
shomaro	شمارو	#exact
shood	شد	شود	#exact
shookh	شوخ	#exact
shooloogh	شلوغ	#exact
shooroo	شورو	شروع	#exact
shoro	شروع	#exact
shoroo	شروع	#exact
shorooe	شروع	#exact
shotori	شتری	#exact
shouhar	شوهر	#exact
shuno	شونو	#exact
siah	سیاه	سیه	#exact
siavash	سیاوش	#exact
sibilam	سیبیلام	سیبیلم	#exact
sibzamini	سیب‌زمینی	#exact
sigh	سیق	#exact
sign	ساین	امضا	sign	#exact
silent	سایلنت	#exact
silver	سیلور	#exact
siman	سیمان	#exact
sina	سینا	#exact
single	سینگل	مجرد	single	#exact
singlesh	سینگلش	#exact
site	سایت	#exact
sitesh	سایتش	#exact
siteshe	سایتش	#exact
sitetam	سایتتم	#exact
sitetono	سایتتونو	#exact
sitt	سیت	سایت	#exact
size	سایز	اندازه	size	#exact
sms	اس.ام.اس	پیامک	SMS	#exact
sms	اس.ام.اس	پیام کوتاه	sms	#exact
smso	اس.ام.اس و	#exact
so	سو	پس	so	#exact
soal	سوال	#exact
soale	سوال	#exact
sob	صب	صبح	#exact
sobat	ثبات	#exact
sobh	صبح	#exact
sobhgahi	صبحگاهی	#exact
sohbat	صحبت	#exact
sokhanranihaye	سخنرانیهای	#exact
sokoote	سکوت	#exact
solh	صلح	#exact
solombe	سلمبه	#exact
sony	سونی	sony	#exact
sooeestefade	سوء استفاده	#exact
soog	سوگ	#exact
sooie	سوی	سوء	#exact
soorat	صورت	#exact
soorate	صورت	#exact
soorati	صورتی	#exact
soot	سوت	#exact
sooti	سوتی	صوتی	#exact
sooye	سوی	#exact
soraatesh	سرعتش	#exact
sorat	صورت	سرعت	#exact
soratesh	صورتش	#exact
sorfeham	سرفه‌هام	#exact
sorry	ساری	معذرت	sorry	#exact
sosan	سوسن	#exact
sosol	سوسول	#exact
sost	سست	#exact
star	استار	ستاره	*	Star	#exact
statamo	استیتمو	#exact
steres	استرس	#exact
sunday	ساندی	شنبه	sunday	#exact
super	سوپر	#exact
susan	سوسن	#exact
suzo	سوزو	#exact
ta	تا	#exact
ta'ajob	تعجب	#exact
ta'ajobaye	تعجبای	#exact
ta'siri	تاثیری	#exact
taa	تا	تعا	#exact
taabe	تابع	تاب	تب	#exact
taabestoon	تابستون	#exact
taaskabab	تاسکباب	#exact
tabarok	تبرک	#exact
tabdil	تبدیل	#exact
tabeie	طبیعی	#exact
tabrik	تبریک	#exact
tafaole	تفال	#exact
tafavot	تفاوت	#exact
tafavote	تفاوت	#exact
taghdir	تقدیر	#exact
taghir	تغییر	#exact
taghriban	تقریبا	#exact
taghsire	تقصیر	#exact
taghviate	تقویت	#exact
tah	ته	#exact
tahala	تاحالا	#exact
tahammole	تحمل	#exact
tahamol	تحمل	#exact
tahavol	تحول	#exact
tahesh	تهش	#exact
tahiye	تهیه	#exact
tahvil	تحویل	#exact
tahvile	تحویل	تحویله	#exact
tajavoz	تجاوز	#exact
tajrobeye	تجربه‌ی	#exact
tak	تک	#exact
takeshon	تکشون	#exact
takht	تخت	#exact
takhtam	تختم	#exact
takhte	تخته	تخت	#exact
takir	تکبیر	#exact
tako	تکو	تاکو	#exact
taksia	تاکسیا	#exact
talab	طلب	تالاب	#exact
talafish	تلافیش	#exact
talashhaye	تلاش‌های	#exact
tamaam	تمام	#exact
tamaame	تمام	#exact
tamam	تمام	#exact
tamame	تمام	#exact
tamarkoz	تمرکز	#exact
tamarkoze	تمرکز	#exact
tamasha	تماشا	#exact
tamoom	تموم	#exact
tamoome	تمومه	#exact
tamoomesh	تمومش	#exact
tamum	تموم	#exact
tang	تنگ	#exact
tanha	تنها	#exact
tanhaa	تنها	#exact
tanhaeest	تنهاییست	#exact
tanhaii	تنهایی	#exact
tanham	تنهام	#exact
tanham	تنهام	#exact
tanhayee	تنهایی	تنهائی	#exact
tanhayim	تنهاییم	#exact
tapaleye	تاپاله‌ی	#exact
tapanche	تپانچه	#exact
tapash	طپش	تپش	#exact
tapesh	طپش	#exact
tar	تر	#exact
taraanash	ترانش	#exact
taraaneh	ترانه	#exact
taraanehaaye	ترانه‌های	#exact
taraf	طرف	#exact
tarafa	طرفا	#exact
tarafast	طرفاست	#exact
tarafdaaresh	طرفدارش	#exact
tarafdare	طرفدار	#exact
tarafdareh	طرفدار	طرفداره	#exact
tarafe	طرف	#exact
tarafesh	طرفش	#exact
tarafeshoono	طرفشونو	#exact
tarafo	طرفو	#exact
tarahie	طراحی	طراحیه	#exact
taran	ترن	#exact
taranash	ترانش	#exact
taranehash	ترنه‌هاش	#exact
taranehye	ترانه‌ی	#exact
taraneye	ترانه‌ی	#exact
tare	تره	تاره	#exact
tarfdareh	طرفدار	طرفداره	#exact
tarif	تعریف	#exact
tarikh	تاریخ	#exact
tariki	تاریکی	#exact
tarin	ترین	#exact
tars	ترس	#exact
tasavi	تساوی	#exact
tasavir	تصاویر	#exact
tashakor	تشکر	#exact
tashkhis	تشخیص	#exact
tashoono	تشونو	تاشونو	#exact
tashrif	تشریف	#exact
tasiir	تاثیر	#exact
taskhire	تسخیر	#exact
taskin	تسکین	#exact
tasliat	تسلیت	#exact
tasmim	تصمیم	#exact
tasmimate	تصمیمات	#exact
tasviire	تصویر	#exact
tavajoh	توجه	#exact
tavakolet	توکلت	#exact
tavallode	تولد	#exact
tavalode	تولد	#exact
tavasote	توسط	#exact
tayin	تعیین	#exact
tazakoretoon	تذکرتون	#exact
taze	تازه	#exact
tazeh	تازه	#exact
tazehgiha	تازه‌گیها	#exact
tazmin	تضمین	#exact
techno	تکنو	#exact
tehran	تهران	#exact
tei	طی	#exact
tejari	تجاری	#exact
tekrar	تکرار	#exact
telephone	تلفن	#exact
teleshoon	تلشون	#exact
teletam	تلتم	#exact
tey	طی	#exact
the	ده	#exact
thread	ترد	نخ	thread	#exact
thursday	ترزدی	پنج‌شنبه	#exact
tigh	تیغ	#exact
tike	تیک	تیکه	#exact
tina	تینا	#exact
tiq	تیغ	#exact
titletam	تایتلتم	#exact
tnx	تنکس	متشکر	tnx	#exact
to	تو	#exact
toam	توام	#exact
todo	تودو	لیست انجام کار	todo	#exact
toefl	تافل	TOEFL	#exact
toei	توئی	#exact
tofang	تفنگ	#exact
tohin	توهین	#exact
toman	تومان	تومن	#exact
tomani	تومانی	تومنی	#exact
tone	تن	#exact
tonestid	تونستید	#exact
too	تو	#exact
toode	توده	#exact
tool	طول	تول	ابزار	tool	#exact
toonestam	تونستم	#exact
toosh	توش	#exact
tooye	توی	#exact
top	تاپ	top	#exact
topic	تاپیک	موضوع	topic	#exact
tor	طور	#exact
tore	طور	#exact
tori	طوری	#exact
tosh	توش	#exact
toshak	تشک	#exact
tosifate	توصیفات	#exact
tou	تو	#exact
touye	توی	#exact
toye	توی	#exact
tozih	توضیح	#exact
tozihate	توضیحات	#exact
track	ترک	قسمت	track	#exact
tu	تو	#exact
turkiye	ترکیه	#exact
tv	تی.وی	تلویزیون	TV	#exact
twin	توین	#exact
type	تایپ	#exact
uk	یو.کی	انگلیس	uk	#exact
umad	اومد	#exact
umade	اومده	#exact
un	اون	#exact
una	اونا	#exact
unja	اونجا	#exact
unjai	اونجایی	#exact
untor	اونطور	#exact
unyekio	اون‌یکیو	#exact
up	آپ	بالا	up	#exact
upload	آپلود	ارسال فایل	upload	#exact
us	یو.اس	US	#exact
usa	یو.اس.ای	آمریکا	USA	#exact
user	یوزر	کاربر	استفاده‌ کننده	#exact
va	و	#exact
vaase	واسه	#exact
vagar	وگر	#exact
vagarna	وگرنه	#exact
vaghe	واقع	#exact
vaghean	واقعا	واقعن	#exact
vaghean	واقعا	#exact
vaghen	واقعا	#exact
vaght	وقت	#exact
vaght	وقت	#exact
vaghtayee	وقتایی	#exact
vaghte	وقت	#exact
vaghti	وقتی	#exact
vaghtii	وقتی	#exact
vaghty	وقتی	#exact
vagty	وقتی	#exact
vaie	وای	#exact
vajebe	واجبه	واجب	#exact
val	ول	#exact
vala'	ولع	والا	#exact
vali	ولی	#exact
valiasr	ولیعصر	#exact
valimishe	ولیمیشه	#exact
valy	ولی	#exact
van	وان	ون	#exact
vaqt	وقت	#exact
var	ور	#exact
varam	وارم	ورم	#exact
vared	وارد	#exact
varedan	واردن	#exact
varede	وارد	#exact
vasam	واسم	#exact
vasash	واسش	#exact
vasat	واست	#exact
vasate	وسط	#exact
vasatesh	وسطش	#exact
vasatun	واستون	#exact
vasayel	وسایل	وسائل	#exact
vase	واسه	#exact
vasetoon	واستون	#exact
vaseye	واسه‌ی	واسه	#exact
vasl	وصل	#exact
vay	وای	#exact
vaziat	وضعیت	#exact
vaziate	وضعیت	#exact
vazifamoo	وظیفمو	#exact
vel	ول	#exact
vere	ور	وره	#exact
version	ورژن	نسخه	version	#exact
versione	ورژن	نسخه‌ی	version	#exact
very	وری	خیلی	very	#exact
vezarat	وزارت	#exact
vezarate	وزارت	#exact
video	ویدئو	#exact
videohaye	ویدئوهای	#exact
videohaye	ویدئوهای	#exact
videoiye	ویدئوی	#exact
videoye	ویدئوی	ویدیوی	#exact
view	ویو	دید	view	#exact
virgin	ویرجین	باکره	virgin	#exact
visit	ویزیت	#exact
visitet	ویزیتت	#exact
vocal	وکال	شفاهی	vocal	#exact
vom	وم	#exact
vorod	ورود	#exact
wayy	وای	وی	#exact
web	وب	web	#exact
weblog	وبلاگ	یادداشت‌های شخصی	weblog	#exact
weblogam	وبلاگم	#exact
webloge	وبلاگ	#exact
webloget	وبلاگت	#exact
weblogetoono	وبلگتونو	#exact
wednesday	ونزدی	چهارشنبه	wednesday	#exact
what	وات	چی	What	#exact
who	وهو	#exact
wiki	ویکی	#exact
wink	وینک	چشمک	wink	#exact
wire	وایر	سیم	wire	#exact
witexo	وایتکس	#exact
with	ویت	با	with	#exact
word	ورد	کلمه	word	#exact
www	دبلیو.دبلیو.دبلیو	www	#exact
x	ایکس	فلان	x	#exact
ya	یا	#exact
yaad	یاد	#exact
yaadetoon	یادتون	#exact
yad	یاد	#exact
yadam	یادم	#exact
yadame	یادمه	#exact
yade	یاد	#exact
yademon	یادمون	#exact
yadesh	یادش	#exact
yadeshon	یادشون	#exact
yadet	یادت	#exact
yaho	یاهو	yahoo	#exact
yalda	یلدا	#exact
yaldast	یلداست	#exact
yaldat	یلدات	#exact
yaldaye	یلدای	#exact
yaldayee	یلدایی	یلدای	#exact
yani	یعنی	#exact
yaran	یاران	#exact
yari	یاری	#exact
yaroo	یارو	#exact
yazdanijoo	یزدانیجو	#exact
yazdi	یزدی	#exact
ye	یه	#exact
yedoonei	یدونه‌ای	یه‌دونه‌ای	یه‌دونه‌یی	#exact
yegaane	یگان	یگانه	#exact
yeho	یهو	#exact
yejor	یه‌جور	یجور	#exact
yejurie	یجوریه	یجوری	#exact
yek	یک	#exact
yekam	یکم	#exact
yeki	یکی	#exact
yekja	یکجا	#exact
yeseri	یسری	یه‌سری	#exact
yevar	یه‌ور	#exact
yoho	یوهو	#exact
york	یورک	#exact
you	یو	تو	you	#exact
your	یور	#exact
zabane	زبان	#exact
zabtesho	ضبطشو	#exact
zad	زد	#exact
zadam	زدم	#exact
zadan	زدن	#exact
zadane	زدن	#exact
zade	زده	زاده	#exact
zadi	زدی	#exact
zadid	زدید	#exact
zadim	زدیم	زادیم	#exact
zadin	زدین	#exact
zaeef	ضعیف	#exact
zaghartie	زقارتیه	#exact
zahamate	زحمات	#exact
zaheran	ظاهرا	#exact
zahmat	زحمت	#exact
zahmatato	زحمتتو	#exact
zahmati	زحمتی	#exact
zahmaty	زحمتی	زحماتی	#exact
zahr	زهر	#exact
zahra	زهرا	#exact
zajr	زجر	#exact
zaman	زمان	#exact
zamanesham	زمانشم	#exact
zamani	زمانی	#exact
zamin	زمین	#exact
zamine	زمینه	#exact
zamini	زمینی	#exact
zan	زن	زان	#exact
zanet	زنت	#exact
zang	زنگ	#exact
zangam	زنگم	#exact
zanjan	زنجان	#exact
zarar	ضرر	#exact
zarfiat	ظرفیت	#exact
zarfiate	ظرفیت	#exact
zarori	ضروری	#exact
zarre	ذره	#exact
zavaye	زوای	#exact
zed	زد	#exact
zehnam	ذهنم	#exact
zehnet	ذهنت	#exact
zemestoon	زمستون	#exact
zemn	ضمن	#exact
zemzeme	زمزمه	زمزم	#exact
zendegi	زندگی	#exact
zendegie	زندگی	#exact
zendegim	زندگیم	#exact
zendegishon	زندگیشون	#exact
zendegito	زندگیتو	#exact
zendegiye	زندگی	#exact
zendegiye	زندگی	#exact
zendeh	زنده	#exact
zerti	زرتی	#exact
zeshte	زشته	#exact
ziad	زیاد	#exact
ziade	زیاده	#exact
ziadi	زیادی	#exact
ziadio	زیادی‌و	زیادی	#exact
ziba	زیبا	#exact
zibast	زیباست	#exact
zibayee	زیبایی	#exact
zidane	زیدان	#exact
zii	زی	زیی	#exact
zir	زیر	#exact
zire	زیر	#exact
ziyaad	زیاد	#exact
ziyad	زیاد	#exact
zogh	ذوق	#exact
zogh	ذوق	#exact
zogham	ذوقم	#exact
zohre	زهره	ظهر	#exact
zood	زود	#exact
zyadi	زیادی	#exact
